squareMeters,floors,hasYard,hasPool,cityPartRange_10
51993,33,1,1,0
91975,24,0,0,0
63086,49,0,0,0
28787,83,1,0,1
69165,74,1,0,0
95610,28,1,0,0
70577,88,0,1,0
27008,96,0,1,0
49136,48,1,1,0
65151,3,1,1,0
83984,60,1,1,0
59928,76,0,0,0
37177,64,1,1,0
13874,8,1,0,0
16283,30,1,1,0
74624,79,0,1,0
72467,53,1,1,0
67795,80,1,0,0
64576,26,0,1,0
13912,65,1,1,0
55529,8,1,0,0
43645,58,0,0,0
533,81,1,0,0
8894,53,1,1,0
99148,55,1,0,0
57085,26,1,1,0
58687,83,0,0,1
54789,47,0,0,0
47747,99,1,1,0
12296,45,1,0,0
83421,9,1,1,0
93471,30,0,1,0
9434,91,1,1,1
48102,80,1,0,0
18866,44,0,0,1
87668,56,0,0,0
49667,90,1,1,0
41039,30,0,1,0
38923,41,0,0,0
48819,90,1,0,0
9950,69,1,0,0
49740,75,1,1,0
53436,1,1,1,1
99104,64,1,1,0
10320,43,1,0,0
16977,54,1,1,0
69630,76,1,1,1
93184,43,0,0,0
19325,84,0,0,0
69594,58,0,0,0
32085,94,0,0,0
39862,20,0,0,0
96177,73,0,0,1
76732,50,1,1,0
77021,27,1,1,0
12757,89,0,1,0
78741,60,0,1,1
59918,97,0,1,1
92106,86,1,1,0
78882,63,1,0,1
30645,28,0,1,0
84559,69,0,1,0
34511,24,0,1,0
81482,9,1,0,0
18376,21,0,1,0
19714,98,0,0,0
25150,70,1,1,0
66959,36,1,0,0
5460,84,0,0,0
74458,38,1,0,1
98946,18,0,1,1
8009,88,1,1,0
77429,13,1,1,0
90070,84,1,1,1
84396,96,0,0,0
89561,92,1,1,0
85022,99,1,0,0
93213,44,1,1,0
50296,59,1,1,0
43434,80,1,1,1
34901,32,0,0,0
6824,21,1,1,0
61480,39,0,0,0
57491,84,0,0,0
96685,55,1,1,0
96140,28,0,0,0
26271,72,0,1,0
15610,26,0,0,0
79093,63,1,1,0
1372,61,1,0,0
22390,31,0,0,0
90219,3,1,0,0
40846,3,1,1,0
96469,13,1,0,0
38398,22,0,0,0
12641,63,1,0,0
72254,78,0,0,0
40622,94,1,0,0
62942,88,0,1,0
77198,76,0,1,0
83954,60,0,0,0
9641,58,0,1,0
10683,50,0,0,0
82554,8,1,1,0
5769,79,1,0,0
53404,42,0,0,0
56997,93,1,0,0
47649,38,0,0,0
9494,82,1,0,0
33779,46,1,1,0
62960,72,1,1,1
78627,98,1,1,0
37171,18,0,0,0
36690,27,1,0,0
23376,43,1,0,0
24762,62,0,1,1
34341,58,0,1,0
14762,59,1,1,0
53978,72,0,0,0
83520,37,0,1,1
27474,13,1,0,0
60060,60,0,0,0
11157,90,0,0,0
35763,70,1,0,0
46317,73,0,1,0
55015,1,0,1,0
85429,57,1,1,0
7533,8,1,0,0
80313,17,1,0,0
33625,50,0,0,0
70574,72,0,0,0
15839,72,1,0,0
48919,48,0,0,0
36904,68,1,1,0
51107,96,1,0,0
770,80,0,0,0
4885,54,0,0,0
95455,99,0,1,0
58806,74,1,1,0
52220,19,1,0,0
30239,5,1,1,0
19674,32,1,1,1
50576,11,0,1,0
71437,68,1,0,0
59396,31,1,1,0
21141,80,0,1,1
25963,14,1,1,0
28617,65,1,0,0
81147,80,0,1,0
97732,19,0,0,0
76649,76,0,0,0
40465,100,0,0,0
81440,50,1,0,0
4615,89,0,0,1
52851,43,0,0,0
24995,95,1,1,0
9088,93,0,0,0
464,53,0,1,0
9691,56,1,0,0
58628,20,1,0,0
26997,99,1,1,0
14004,33,1,1,0
5630,66,1,1,0
23118,81,1,1,1
84387,73,0,0,0
94474,98,0,0,0
51214,77,0,0,1
62381,44,1,0,0
17325,37,1,0,1
19637,81,1,1,0
32939,70,0,1,0
29001,72,1,1,0
1726,5,0,1,0
55038,45,1,0,0
7316,79,1,1,1
73888,60,1,1,0
94261,31,0,0,0
78797,54,0,0,0
97854,43,0,1,0
25373,32,1,0,0
84311,58,0,1,0
70626,45,0,0,0
58612,75,1,1,0
4872,74,0,0,0
47084,72,1,0,0
56609,25,1,0,0
60617,39,0,0,0
70898,92,0,0,0
36314,42,1,1,0
16003,32,1,0,0
78382,14,0,0,0
46291,33,0,1,0
81448,24,0,0,0
26216,41,1,1,0
51490,61,1,0,0
70247,46,1,0,0
81718,20,1,1,0
2442,13,0,1,0
46903,78,0,0,0
90323,95,0,0,0
98450,33,0,0,0
25405,46,0,0,0
23045,75,1,0,0
89245,19,1,1,0
36136,99,0,0,0
17515,64,0,0,0
5853,95,0,1,0
98045,62,1,1,0
93001,82,0,1,0
13642,96,0,0,0
20660,66,1,0,0
83738,39,0,1,0
73851,8,1,0,0
53243,2,1,1,0
82827,46,0,0,0
60774,93,0,0,1
18891,40,0,0,0
50232,13,0,1,0
42059,62,0,1,0
4442,46,1,0,0
90764,74,0,1,0
88857,45,0,0,0
76262,74,0,1,0
58451,22,1,0,0
26881,82,1,0,0
71623,30,1,0,0
13176,30,1,1,0
71443,56,0,0,0
24086,3,0,1,0
7199,87,1,0,0
64108,98,0,1,0
79096,15,1,1,0
57612,31,1,1,0
10802,10,0,1,0
2750,51,1,1,0
39129,26,0,1,0
23378,9,1,1,0
8305,55,0,0,0
57117,86,1,1,1
39664,75,1,0,0
62059,27,0,1,0
10830,65,0,1,0
58626,30,0,1,1
38525,18,1,1,0
67642,54,0,0,0
55047,15,1,1,1
42011,53,0,0,0
15975,80,0,0,0
1144,37,0,0,0
94255,18,1,1,0
99516,43,1,0,0
23552,93,1,0,0
80780,55,1,1,0
75873,10,0,0,0
93064,54,1,0,0
99458,77,1,1,1
73482,33,0,0,0
89204,19,0,0,0
76149,63,0,1,0
82626,75,1,1,0
65816,56,0,1,0
41602,14,0,0,0
37103,8,0,1,0
82838,37,1,0,0
54706,18,1,0,1
58626,20,0,0,0
94109,83,0,1,0
72399,88,0,0,0
67215,10,1,1,0
30042,65,0,0,0
93349,94,0,0,0
43239,2,1,1,0
56931,91,1,0,0
92058,44,0,1,0
45946,64,0,0,0
21503,74,1,1,0
6061,22,1,1,1
93244,63,0,0,0
55802,32,1,1,0
636,59,0,1,0
71251,40,1,1,0
36297,60,1,1,0
49140,97,1,0,0
43278,99,1,1,0
15124,56,0,0,1
40953,50,0,1,0
75350,64,0,1,0
72150,87,1,0,0
51566,94,1,0,0
30144,94,1,1,0
22663,37,0,1,0
69856,48,1,0,0
13112,26,1,1,0
75572,100,1,1,0
51933,24,1,1,0
69967,35,0,0,0
31525,27,1,1,0
71973,9,0,1,1
32165,80,0,0,0
38704,65,1,1,0
97651,45,0,0,0
53708,73,1,0,0
46505,11,1,0,0
72926,28,0,0,0
47651,54,0,0,0
94491,37,1,1,0
2308,62,0,0,0
22714,68,0,1,0
38798,89,1,0,0
40760,69,0,0,0
22290,67,0,1,0
39385,27,0,0,0
44799,71,0,1,0
7069,89,0,0,0
7512,24,1,1,0
8910,93,1,0,0
82176,62,1,1,1
90528,64,0,1,0
51744,20,1,1,0
37217,85,1,0,0
81624,4,1,1,0
92659,98,0,0,1
59108,84,0,0,1
13574,27,1,1,0
42276,100,0,0,0
7001,47,1,0,0
76818,81,0,0,0
47618,98,1,0,0
68275,54,0,1,0
15162,91,1,0,0
82948,71,0,0,0
80699,88,1,0,0
47585,5,0,0,0
54750,69,0,0,0
31821,63,1,0,0
55023,5,1,1,0
41404,69,0,0,0
13982,71,1,1,1
51501,4,1,1,0
14113,53,0,1,1
94165,33,1,1,0
26258,69,1,1,0
90947,61,1,1,0
28459,4,0,0,0
30383,87,1,1,0
74037,84,1,0,0
21272,91,0,0,0
22142,97,0,0,0
25269,92,0,0,0
30397,99,1,1,0
88352,100,1,1,0
35307,66,0,0,0
62149,17,1,1,0
20276,75,0,0,0
75985,68,0,1,0
46276,67,0,1,0
95971,61,0,1,0
13389,95,0,1,0
51650,97,0,1,0
56155,16,0,0,0
82900,11,0,1,0
1399,67,0,1,0
78789,52,1,0,0
36559,47,0,0,0
9552,4,0,0,0
87566,15,1,0,0
43441,45,0,1,0
18929,76,1,0,0
56181,98,0,1,0
12020,47,1,1,1
73072,22,0,1,0
21482,38,1,1,0
87000,9,0,0,0
47126,37,1,1,1
45885,78,1,1,0
64101,27,1,1,0
83064,95,1,0,0
57581,34,1,0,0
34946,44,0,1,0
35652,37,1,0,0
6921,21,0,0,1
45242,56,0,0,0
84805,9,0,1,0
54888,33,0,1,0
5888,40,1,1,0
75887,51,0,1,0
45271,61,0,0,0
82252,63,0,1,0
23782,74,1,1,0
2041,34,0,1,1
47027,50,0,0,0
926,94,1,0,0
58394,56,1,0,0
80976,55,1,0,0
22851,22,0,0,0
7201,59,0,1,0
69073,7,0,1,0
54016,50,0,1,1
16999,1,0,0,0
73686,93,1,1,0
32490,32,0,0,0
68038,42,0,0,0
6171,5,0,1,1
4933,3,0,0,0
69638,63,1,1,0
96988,56,0,1,0
97543,8,1,0,0
26770,69,1,1,1
56013,64,1,1,0
88869,84,0,0,0
83647,33,0,0,0
78379,3,1,1,0
17847,93,1,0,0
26690,15,1,1,0
66119,64,1,0,0
12820,16,0,0,0
20883,54,0,0,0
88821,44,0,0,0
26952,54,0,0,0
6856,22,1,0,0
1251,34,0,1,1
89829,20,1,1,0
24280,17,0,1,0
85030,48,1,0,0
60514,14,0,1,0
93440,1,1,0,0
88838,94,0,0,0
58812,34,0,1,0
83388,72,0,0,0
44248,28,1,0,0
8353,88,0,1,0
75486,65,0,0,0
8639,93,0,1,0
30126,34,0,1,0
74651,85,0,1,1
19819,35,0,0,1
90334,6,1,0,1
62869,12,0,0,0
78972,70,1,0,0
22254,46,0,1,0
37225,10,1,1,0
50815,59,1,1,0
21229,82,1,0,0
59971,54,0,0,0
63026,7,1,1,0
4167,33,0,1,0
89157,42,0,0,0
15062,42,0,1,0
29411,53,1,0,0
9448,49,1,0,0
66744,44,1,0,0
36268,65,0,1,0
72555,61,1,1,1
8731,24,1,1,0
30556,81,0,0,1
75631,75,0,1,0
33545,79,0,1,0
9155,67,1,1,0
51130,87,1,0,0
84922,20,1,0,0
85661,22,1,0,0
32263,92,0,1,0
68841,69,0,0,0
52843,50,1,1,0
71042,62,0,1,0
5798,15,0,1,0
59718,91,1,1,0
8139,6,0,1,0
15928,81,1,1,0
34395,7,1,0,0
32472,84,1,0,0
78235,31,1,1,0
11412,79,0,0,0
92002,64,0,0,0
30893,14,1,1,1
38321,10,1,1,0
31066,22,0,0,0
75868,57,1,0,0
82184,48,1,0,1
61039,89,0,1,0
163,29,0,0,0
84181,3,0,1,0
76485,14,1,0,0
78694,99,1,1,0
66813,38,1,0,0
22802,47,0,0,0
22061,50,1,1,0
15417,95,0,0,0
1888,79,1,1,0
69665,13,0,0,0
79959,3,1,1,0
55821,20,0,0,0
76669,3,0,1,0
59752,86,0,1,1
60166,29,1,0,0
55326,84,1,1,0
71484,64,0,1,1
54694,73,1,0,0
57182,100,1,1,0
66061,61,1,0,0
5033,28,0,1,0
25460,92,0,1,0
86387,34,1,0,0
35215,33,1,1,0
53874,73,1,0,0
24025,71,0,0,0
44438,93,1,0,0
91964,93,1,1,0
34762,45,1,0,0
77283,3,0,1,0
46558,28,0,1,0
21149,35,1,0,0
85663,21,1,1,0
18757,80,0,0,1
32724,27,0,0,0
71469,28,1,0,0
1956,27,0,0,0
10109,81,0,0,0
3966,20,0,0,1
59016,45,0,0,0
61924,21,0,1,0
46204,70,0,1,0
79517,45,1,0,0
54550,59,0,1,0
30603,77,1,1,0
38057,99,1,1,0
11602,47,0,1,0
31657,2,0,0,0
54901,71,0,1,0
90474,48,0,0,0
49094,49,1,0,0
40776,5,1,1,0
83197,68,1,1,0
36700,67,1,0,0
13024,37,1,1,0
88251,30,0,0,0
76692,28,1,0,0
27565,3,1,0,0
55472,13,0,1,0
54366,92,0,1,0
84619,35,1,0,0
14865,9,1,0,0
63147,94,0,1,0
60162,9,1,0,0
74988,66,1,1,0
11253,2,0,1,0
16786,36,1,0,0
20995,29,1,0,0
25333,16,0,1,0
42242,64,1,1,0
41369,71,0,1,1
8370,52,0,0,0
96173,36,1,0,0
15791,7,1,1,0
43651,62,1,1,0
96177,19,1,0,0
84827,62,0,1,0
45330,9,1,0,0
13716,98,0,1,0
70345,2,0,0,0
89519,13,0,1,0
11303,62,1,1,0
48045,73,1,1,0
60265,45,1,1,0
79723,17,0,1,0
50931,79,1,0,1
18762,7,1,0,0
20082,92,0,0,1
72871,85,1,1,0
40115,14,1,0,0
34136,18,1,1,0
28056,67,0,1,0
6578,27,0,1,0
9381,77,0,0,0
27738,44,0,1,0
71930,87,1,1,0
13840,93,1,1,0
91952,80,1,1,0
47184,5,0,0,0
70465,11,1,0,0
85820,70,1,1,0
73719,95,1,1,0
79628,59,1,0,0
44593,21,0,1,0
21597,3,1,0,0
80834,45,0,1,0
29435,19,0,1,0
84587,71,0,1,0
29810,61,0,1,0
56391,9,1,0,0
37134,9,1,1,0
25063,100,0,0,0
49415,43,0,0,0
61235,36,0,1,0
39486,94,1,1,0
91626,55,1,0,0
87685,29,0,1,0
56134,49,0,1,0
23754,63,0,0,0
38372,77,0,0,0
34555,45,1,1,0
33207,54,1,1,0
78396,41,1,0,0
54456,31,0,0,0
33662,38,1,0,0
40511,18,1,1,0
73488,84,1,1,0
71519,80,0,1,0
85306,21,0,1,0
59704,84,0,0,0
39217,78,1,1,0
54879,6,1,0,0
88673,40,0,0,0
4690,7,1,1,0
26223,8,1,1,0
2789,55,1,0,0
6313,74,1,1,0
54706,46,1,0,0
59003,63,0,1,0
742,6,1,1,0
51891,1,0,0,1
47061,67,1,1,1
44484,19,1,0,0
93313,66,1,0,0
20586,99,0,0,0
62940,90,0,0,0
73097,53,1,0,0
17513,36,0,0,0
96601,37,1,0,0
92102,88,0,0,1
75743,32,1,0,0
11303,93,1,0,0
37620,51,0,0,0
4258,30,1,0,0
51672,76,0,1,0
97887,90,1,0,0
85341,36,1,0,0
12939,48,0,0,0
79224,84,0,0,0
28281,33,0,0,0
81109,58,0,0,0
20967,66,1,1,0
60239,77,1,0,0
76707,37,1,1,0
80459,25,1,0,0
3261,52,1,0,0
11339,70,0,0,0
33761,76,1,0,0
55858,18,0,1,0
84716,84,0,1,0
55228,85,0,1,0
94015,99,0,0,0
68738,74,0,1,0
21145,84,0,0,0
40057,32,0,0,1
1440,49,0,0,0
30918,63,1,0,0
86284,22,1,0,0
70021,28,1,0,0
93670,4,1,0,0
23365,53,1,1,0
20811,71,1,1,0
92974,59,1,0,0
41718,50,1,1,0
1078,72,1,1,0
1314,4,0,1,0
35375,39,1,1,0
59009,88,0,1,0
93032,4,0,0,0
16834,54,1,0,0
74909,97,0,0,0
76640,61,0,0,0
82557,85,1,1,0
11617,67,1,0,0
46910,99,1,1,0
78546,84,0,1,1
27339,88,1,0,0
63223,66,1,0,0
11027,10,0,0,0
76298,83,0,0,1
33272,88,0,1,0
71373,12,1,0,0
15064,1,1,1,0
95143,72,0,0,0
31040,9,1,0,0
72938,64,0,1,0
95800,20,1,0,0
87781,44,1,1,0
3514,21,0,1,0
60826,30,1,0,0
27655,19,0,0,0
8028,36,0,0,0
20002,76,1,1,0
87587,59,0,0,0
77927,39,0,0,0
36466,11,1,0,0
43758,94,0,0,0
89280,11,0,0,0
44247,76,1,0,0
9494,49,1,1,0
67462,98,1,0,0
62037,72,0,1,1
76938,64,0,1,0
62646,43,1,1,0
71989,77,0,0,0
46865,39,1,0,0
20119,89,0,1,0
32389,86,1,1,1
5988,10,1,1,1
13027,2,0,1,0
59260,35,1,1,0
87596,94,0,1,0
28924,36,1,0,0
16000,25,1,1,0
87603,31,0,0,0
87567,38,1,0,0
34469,26,0,1,0
41932,89,0,0,0
4722,99,0,0,1
40849,21,0,0,1
34061,90,0,0,0
22541,27,1,1,0
36108,2,1,1,0
33612,22,0,0,0
84479,51,0,1,0
64245,5,1,1,0
31644,42,0,1,0
84392,41,1,1,0
62766,23,1,1,0
87346,82,1,1,0
39549,7,1,0,0
13687,93,1,1,0
68862,12,1,0,0
18730,71,0,1,0
20159,54,1,1,0
74137,80,0,0,0
1220,37,1,1,0
6478,33,0,1,0
38755,53,0,1,1
58314,8,1,1,0
13386,90,0,0,0
99095,49,0,1,0
20851,33,1,0,0
8130,88,1,1,0
38132,16,1,0,0
89168,68,0,1,0
73733,23,1,0,0
9130,42,1,1,0
45506,60,0,1,0
25147,81,1,0,0
49395,10,0,0,0
429,29,1,1,0
6454,63,0,0,0
69867,89,1,1,0
51518,67,0,1,0
77324,96,0,1,0
70753,38,0,1,0
92885,79,0,1,0
72581,11,0,0,0
30176,84,0,1,0
38502,11,1,1,0
53339,11,0,0,0
149,43,1,1,0
26851,81,1,0,0
75402,21,0,1,0
82653,37,0,1,0
95702,47,1,0,0
18523,31,1,0,0
84217,18,1,1,0
51109,38,0,0,1
40364,63,0,1,0
53424,25,0,0,0
34159,25,0,1,1
71714,53,0,0,0
85181,98,0,1,0
12018,88,1,0,0
41665,94,0,1,0
74970,82,1,1,0
55052,67,0,0,0
65752,76,0,1,0
13659,100,0,1,0
17241,7,1,1,0
9771,48,0,1,0
23513,26,0,1,0
65369,50,0,0,0
79853,17,0,0,0
13346,57,0,0,0
48130,9,1,0,0
40506,8,0,0,0
25341,47,1,1,0
24681,27,1,1,0
35849,7,1,1,1
63992,39,1,0,0
23478,5,1,0,0
7155,56,0,1,0
70525,70,1,1,0
45893,43,1,0,0
6570,52,1,1,0
45746,76,0,0,0
9749,65,1,0,0
22593,28,0,1,1
2169,48,0,1,0
6281,10,1,1,0
27093,34,1,1,0
9664,94,0,0,1
57722,69,1,1,0
74810,97,1,0,1
58239,77,1,0,0
16101,36,1,1,0
35562,58,0,1,0
25821,58,0,1,0
622,17,0,0,0
39130,52,0,1,0
26750,74,1,0,0
4592,99,1,0,0
44854,79,1,0,0
62314,27,1,1,0
13696,40,0,0,0
59386,27,0,1,0
82952,7,1,0,0
22809,65,1,1,0
96228,76,1,0,0
14983,90,0,0,0
4623,58,0,1,0
32369,32,0,1,0
91716,97,1,1,0
39526,55,0,0,0
83521,47,1,1,0
60745,85,0,1,0
60307,31,0,0,0
33098,42,1,1,0
53565,47,1,0,0
34236,85,1,0,0
98846,96,0,1,0
75593,88,1,1,0
31536,4,1,0,0
39758,2,1,1,0
61771,53,0,0,0
56256,84,1,1,0
4280,41,1,1,0
66746,10,1,0,0
82407,70,0,0,0
99532,62,0,0,0
72196,12,1,1,0
93690,31,1,0,0
85397,17,1,1,0
36673,3,1,0,1
3577,94,1,1,1
51797,82,0,0,0
24962,6,0,0,0
45647,100,1,1,0
69426,37,0,1,0
96526,97,0,0,1
36704,100,1,1,0
88898,52,1,1,0
78463,79,0,0,0
23184,100,1,1,0
864,15,1,0,0
61115,56,0,1,0
83780,6,1,0,0
11904,55,0,1,0
27226,77,0,0,1
30587,33,1,1,0
3349,53,0,1,0
20001,54,0,1,0
52345,14,1,1,0
35420,43,0,0,0
68726,44,1,1,1
1693,38,0,1,0
94704,6,1,1,0
16996,55,1,1,0
87446,5,0,0,0
22333,34,1,1,0
41269,70,1,1,0
21536,67,1,1,0
49609,34,1,0,0
64213,32,0,0,0
73180,54,1,1,0
58855,66,0,0,0
56467,41,0,0,0
90301,89,0,1,1
18040,62,1,1,0
45070,92,0,0,0
91967,44,0,0,0
86215,43,0,1,0
54682,92,1,0,0
3314,3,1,1,0
15940,15,0,0,0
64307,67,1,1,0
81658,14,0,1,0
21765,35,1,1,0
99177,57,1,0,0
35691,95,1,1,0
41264,41,1,0,0
62093,94,0,1,0
52697,60,1,0,0
47615,77,0,0,0
86482,99,1,1,0
25532,25,0,0,0
35733,3,0,0,0
19510,97,1,1,0
39007,44,1,1,0
52618,56,1,0,0
65531,35,1,1,0
97491,97,0,0,0
79066,18,0,0,0
17238,25,1,0,0
71008,42,0,0,0
38935,98,1,0,0
33935,86,0,0,0
47580,90,0,1,0
55002,52,0,1,0
65965,46,1,1,0
79744,50,1,0,0
59889,60,1,0,0
93174,53,0,1,0
99683,77,1,0,0
79988,79,1,0,0
68783,80,0,0,0
56701,34,1,1,0
5086,99,0,0,0
55917,1,1,0,0
4276,91,1,1,1
46422,4,1,0,0
72281,84,1,0,0
72193,82,0,1,0
75671,65,1,1,0
4187,41,1,0,0
25012,2,1,0,0
23417,36,1,1,0
39418,83,0,1,0
60153,49,0,1,0
78189,34,1,1,0
999,11,0,1,0
52552,55,0,1,0
21749,49,1,1,0
92159,68,0,0,0
36539,49,1,1,0
67672,25,1,0,1
33469,91,1,1,0
31990,73,0,1,0
34477,24,1,0,0
99173,35,1,1,0
8747,48,0,0,0
82978,62,0,0,0
6363,75,0,0,1
40933,84,1,1,0
86419,51,0,0,0
68143,14,0,0,0
73048,75,1,1,0
38171,83,1,1,0
70091,86,1,1,0
60721,48,0,0,0
39611,50,0,1,0
42421,24,1,0,0
96720,27,1,1,0
99428,68,0,0,0
82226,29,1,0,1
9889,65,0,1,0
95097,47,1,0,0
74689,33,1,1,0
61067,39,1,1,0
61185,48,0,0,0
91554,79,0,0,0
46211,77,1,0,0
71593,34,0,0,0
64882,86,0,0,0
19801,63,0,1,0
94771,44,0,1,0
77716,28,0,0,0
95817,25,0,1,0
89172,84,0,0,0
11104,19,1,1,0
47039,47,0,1,0
53762,98,0,1,0
50733,77,1,0,0
58682,99,1,1,1
72207,33,1,1,0
74309,73,0,0,0
54077,98,0,0,1
46128,88,1,1,0
13160,76,1,0,0
83726,46,0,0,1
48627,87,1,1,0
30858,32,1,1,0
70707,68,1,1,0
35060,82,0,1,0
3411,66,0,1,0
8515,35,1,1,0
2065,81,1,0,0
82787,80,1,1,1
53067,74,0,0,1
65308,75,1,0,0
68703,12,1,1,0
84789,27,0,1,0
77708,95,0,1,0
75549,70,0,0,0
65222,98,1,1,0
92329,97,0,1,0
34260,1,1,0,0
32471,77,0,1,0
16360,80,0,1,0
98250,13,1,0,0
2111,60,1,0,0
47136,39,0,1,0
4293,87,0,1,0
16602,62,0,0,0
80225,67,0,0,1
43140,53,1,1,0
35498,84,1,1,0
54822,12,0,1,0
71630,45,1,0,0
54159,41,1,1,0
42648,61,1,0,0
16661,61,1,1,0
35160,86,1,1,0
81060,15,1,1,0
48214,30,0,0,0
3041,18,0,0,0
24895,59,1,1,0
49171,78,1,1,0
19572,64,1,1,0
29755,62,1,1,0
18209,60,1,0,0
1664,25,1,1,1
6048,43,0,1,0
14807,59,1,1,0
53904,8,0,0,0
58610,83,0,0,0
37916,52,1,1,0
53396,42,1,0,0
76324,22,0,0,0
16218,70,1,1,0
5246,51,1,0,0
71567,94,0,1,1
90151,79,1,1,0
12376,79,0,1,1
65914,11,1,1,1
64232,91,1,1,0
97677,35,1,0,1
77690,60,1,0,0
69482,94,1,0,0
13176,54,1,1,0
52259,72,0,1,0
19183,41,0,0,0
3605,22,1,0,0
34728,59,1,0,0
56885,80,1,1,0
9780,36,0,1,0
43552,70,0,0,0
50336,97,1,1,0
55617,55,1,1,0
24021,4,1,0,0
50479,73,0,1,0
18208,62,0,1,0
66657,32,0,0,0
79950,64,0,0,0
69399,1,0,0,0
2638,44,0,1,0
64949,50,1,1,0
94228,62,0,1,0
66944,16,1,0,0
70399,85,0,1,0
14829,67,0,1,0
13601,64,0,1,0
84311,38,1,0,0
45248,90,1,0,0
65975,63,1,0,0
35551,4,1,1,0
82158,82,1,0,0
75801,99,1,1,0
82123,84,1,0,0
61039,69,1,1,0
47519,95,1,1,0
94512,39,1,0,0
60842,4,1,0,0
28481,6,1,1,0
51243,35,1,1,0
93187,9,1,0,1
74411,82,1,0,0
76453,13,0,1,1
74546,1,0,1,0
15124,98,1,1,0
7939,75,1,1,0
1300,71,1,0,0
10035,6,1,0,0
51457,32,0,1,0
46666,38,0,0,0
67527,42,1,1,1
45958,7,0,1,0
68681,15,0,1,0
79262,10,0,0,0
90488,93,1,0,0
4776,92,1,0,0
83275,54,1,0,0
64265,44,1,0,0
39201,94,1,1,0
58316,3,0,1,0
82188,100,0,1,0
15859,72,0,0,0
49729,74,0,1,0
39193,31,1,1,0
42969,87,1,0,0
90350,82,0,1,0
25966,17,1,1,0
27969,23,1,1,0
41226,22,0,0,0
42035,74,1,1,0
727,52,1,0,0
25699,26,0,1,0
7228,86,1,1,0
33749,38,0,0,0
61310,21,0,0,0
72390,64,0,1,0
67531,66,1,0,0
70279,31,0,1,0
35285,59,1,0,0
25145,96,1,1,0
66563,53,1,1,0
20468,34,1,0,0
75948,71,0,1,0
23107,54,1,0,0
80909,37,0,0,0
98764,29,0,0,0
14029,12,1,0,0
25602,17,1,0,1
52832,70,0,1,1
2622,84,0,1,0
29063,100,1,1,0
88521,97,1,0,0
65260,83,1,0,0
10972,73,1,0,0
54029,85,0,1,0
38470,42,1,1,0
71195,45,1,0,0
7362,16,0,0,0
11826,17,1,0,0
14473,90,1,1,0
27040,2,1,0,0
89115,97,0,1,1
16467,55,1,1,0
92899,60,1,1,0
1906,30,0,0,0
52324,36,1,1,0
75189,53,0,0,0
10872,5,0,0,0
22878,50,0,1,0
72735,96,0,1,0
3524,84,1,1,0
8719,20,1,0,0
44859,91,1,0,0
85185,11,0,1,0
17668,25,1,0,0
49305,87,0,1,0
733,89,1,0,0
68309,83,0,0,0
40010,20,0,1,0
17794,82,0,0,0
97882,47,1,0,0
16247,95,0,0,0
88976,74,1,0,0
13550,37,1,0,0
53330,8,0,0,0
1006,53,1,1,0
95162,13,1,0,0
29711,59,1,1,0
35383,96,1,0,1
80413,4,0,1,0
53304,79,1,0,0
41095,87,0,1,0
85187,52,0,1,0
41440,22,0,1,0
34162,78,1,1,0
33177,44,1,1,0
23262,64,0,0,0
46367,10,1,1,0
6575,55,0,0,0
51678,64,1,0,0
61557,51,1,0,0
79649,98,1,0,0
55845,76,0,1,0
64105,96,0,1,0
25872,28,0,0,0
51963,7,1,0,0
99177,41,0,0,0
69094,67,0,1,0
6313,67,1,0,0
53633,43,1,0,0
99491,51,1,0,0
78039,9,0,0,0
70976,44,1,0,1
33190,82,1,0,0
39786,55,0,0,0
61911,89,0,0,0
25394,83,0,1,0
37171,61,1,0,0
78506,84,1,1,0
13163,41,1,1,0
72178,57,0,0,0
2875,25,0,1,0
81924,62,0,1,0
39289,50,1,0,0
59776,45,1,0,0
18488,81,0,1,0
58528,50,0,1,0
18262,71,0,1,0
94196,25,1,1,0
19092,85,0,1,0
78357,98,1,0,0
11644,50,1,0,0
27823,61,1,0,0
93278,47,1,1,0
7001,70,0,1,0
44208,33,1,0,0
37879,95,1,1,0
94129,81,0,0,0
63242,18,0,1,0
92759,21,1,0,0
29096,45,0,1,0
68573,97,1,0,0
76907,87,0,1,0
26612,28,1,0,0
18399,1,0,1,0
53034,52,1,1,0
95367,41,0,0,0
86405,75,1,0,0
22849,17,0,0,0
90849,79,0,0,0
13868,2,1,1,0
44475,44,0,1,0
34131,19,1,0,0
65132,98,1,0,0
79047,58,1,0,0
5468,78,1,0,0
65844,68,0,1,0
62083,63,1,0,0
89549,95,1,1,0
38587,9,1,0,0
42619,7,0,0,0
51957,16,0,1,0
82900,71,0,0,0
88639,28,1,0,0
92661,50,1,1,0
55691,46,0,0,0
82907,14,1,1,0
18487,89,0,0,0
59392,89,0,0,1
4052,34,1,1,0
48768,86,1,1,0
44513,40,0,1,0
15769,34,0,0,0
93533,33,0,0,0
47803,51,0,0,1
69665,3,1,1,0
19319,56,0,1,0
3087,94,1,1,0
85016,75,1,0,0
66683,6,1,1,0
17109,35,0,1,0
97087,38,1,0,0
13517,74,1,0,0
2206,46,1,0,0
48077,7,0,1,1
41738,41,0,0,1
75414,75,1,0,0
53973,82,1,0,0
45889,31,0,1,1
87245,17,0,0,0
18639,13,0,1,0
81789,28,1,0,0
33862,61,0,0,1
